year,dirty_energy_consumption,clean_energy_consumption,total_energy_consumption,total_co2_emission
2007,,,7.331,965039
2008,,,8.007,1152628
2009,,,7.522,1239223
2010,,,8.211,1349379
2011,,,9.353,1447063
2012,,,11.028,10006868
2013,,,13.225,10495215
2014,,,12.332,11014244
2015,,,15.668,11550309
2016,,,15.056,12584115
2017,,,17.443,12427305
2018,,,19.1,12614022
2019,,,19.238,10829632
1990,,,1.591,10926370
1991,,,1.794,10483397
1992,,,1.657,8468518
1993,,,1.858,8171191
1994,,,1.946,8277643
1995,,,1.879,9951619
1996,,,1.957,10020457
1997,,,1.958,11164986
1998,,,1.981,11562565
1999,,,1.951,12695516
2000,,,1.652,13583000
2001,,,1.407,14258376
2002,,,1.331,15499395
2003,,,1.079,17076550
2004,,,1.244,17765914
2005,,,1.079,18989126
2006,,,1.25,20675652
2007,,,1.956,21242198
2008,,,1.287,22682924
2009,,,1.299,23479308
2010,,,1.822,23798964
2011,,,2.143,23239274
2012,,,2.018,69060
2013,,,2.201,55108
2014,,,2.058,45402
2015,,,2.078,70087
2016,,,2.273,67194
2017,,,2.754,66494
2018,,,3.342,62201
2019,,,3.675,65094
1990,,,2.042,3593
1991,,,2.167,26924
1992,,,2.18,71440
1993,,,2.18,72746
1994,,,2.186,70133
1995,,,6.208,70180
1996,,,6.823,73633
1997,,,8.036,72980
1998,,,9.393,76059
1999,,,9.67,85625
2000,,,8.961,82359
2001,,,9.493,84272
2002,,,9.473,58048
2003,,,10.279,74053
2004,,,10.59,84272
2005,,,12.052,84272
2006,,,13.046,84272
2007,,,15.308,95264
2008,,,16.066,102592
2009,,,19.854,102592
2010,,,22.897,98928
2011,,,23.69,109920
2012,,,26.384,19412494
2013,,,27.98,13734281
2014,,,30.871,15028713
2015,,,35.383,12580576
2016,,,44.103,3204952
2017,,,46.578,3402028
2018,,,58.791,4239503
2019,,,65.851,8365764.5
1990,,,22.776,10550597
1991,,,22.984,10333251
1992,,,23.085,13702201
1993,,,20.424,13262811
1994,,,21.804,14172601
1995,,,22.328,14358120
1996,,,22.235,15462454
1997,,,23.355,16045984
1998,,,23.357,17386820
1999,,,22.891,17474332
2000,,,23.778,19958648
2001,,,23.702,20537094
2002,,,23.353,21145704
2003,,,25.017,23761290
2004,,,26.078,22134174
2005,,,25.168,21801048
2006,,,28.519,19311786
2007,,,30.068,18460492
2008,,,30.522,21730408
2009,,,32.761,22156174
2010,,,37.493,22075036
2011,,,39.491,20810378
2012,,,39.402,2700368
2013,,,34.619,2634416
2014,,,43.293,2777312
2015,,,43.457,3195008
2016,,,42.342,3030128
2017,,,46.242,3044784
2018,,,47.125,2755328
2019,,,46.941,2799296
1990,69277.266,39503.859,3008.582,3341568
1991,66397.602,41428.398,3020.828,3158368
1992,68021.859,41395.527,3101.725,3777584
1993,67914.031,43010.617,3180.007,3847200
1994,69333.102,44573.738,3301.156,3975440
1995,71541.156,43923.262,3381.887,3825216
1996,72308.25,45082.195,3474.036,3894832
1997,73667.141,43164.301,3491.245,4092688
1998,74016.383,40138.207,3441.169,4132991.8
1999,75433.32,41373.762,3550.909,4228256
2000,76803.211,42072.125,3647.49,4503056
2001,75799.945,39418.727,3572.098,3855444
2002,77547.969,40367.41,3693.393,4537275
2003,78919.539,38445.574,3711.021,4028802
2004,78622.414,39455.621,3768.068,5076711
2005,76668.094,41076.691,3793.256,5663055
2006,75766.172,40187.309,3772.183,6850164
2007,78496.117,40666.066,3915.963,5421209
2008,75440.312,41042.934,3869.404,6348201
2009,71207.492,39463.145,3717.861,7077332
2010,72775.586,37784.309,3754.992,7504259
2011,73867.57,39669.324,3896.988,6782064
2012,72892.117,39799.07,3909.469,218658000
2013,73489.625,40714.336,4004.413,229394000
2014,73659.734,39742.711,4014.97,233601000
2015,73248.57,39840.879,4040.926,244306000
2016,70466.672,39887.746,3985.288,254002000
2017,70889.547,39904.336,4049.998,268678000
2018,71641.648,38632.18,4084.02,289311000
2019,70572.273,37735.859,4064.001,306949000
1990,,,0.344,317359000
1991,,,0.344,327256000
1992,,,0.407,340183000
1993,,,0.412,346165980
1994,,,0.49,347765020
1995,,,0.48,344645000
1996,,,0.542,361434000
1997,,,0.54,364371000
1998,,,0.543,368871000
1999,,,0.543,390573000
2000,,,1.366,412638000
2001,,,1.521,389775000
2002,,,1.653,440269020
2003,,,1.643,462580000
2004,,,1.796,498309000
2005,,,2.802,532418020
2006,,,2.977,557901000
2007,,,3.318,529353020
2008,,,3.363,492748000
2009,,,3.185,497412700
2010,,,3.41,477102140
2011,,,4.058,475104580
2012,,,3.641,65952
2013,,,3.583,73280
2014,,,3.865,84272
2015,,,3.818,87936
2016,,,3.988,98928
2017,,,4.231,109920
2018,,,4.282,117248
2019,,,4.276,117248
1990,,,1.214,120912
1991,,,1.202,120912
1992,,,1.219,124576
1993,,,1.155,128240.01
1994,,,1.333,135568
1995,,,1.428,146560
1996,,,1.432,161216
1997,,,1.428,179536
1998,,,1.428,183200
1999,,,1.428,186864
2000,,,2.083,190528
2001,,,2.109,190528
2002,,,2.186,197856
2003,,,2.215,201520
2004,,,2.093,201520
2005,,,2.155,201520
2006,,,2.186,212512
2007,,,2.612,212512
2008,,,2.682,212512
2009,,,2.489,168544
2010,,,2.501,161216
2011,,,2.633,168544
2012,,,2.432,6188496
2013,,,2.401,5305472
2014,,,2.441,5210208
2015,,,2.582,4964720
2016,,,2.553,4689920
2017,,,2.97,4785184
2018,,,2.762,4741304
2019,,,3.341,4931744
1990,,,1.24,5158912
1991,,,1.3,3803232
1992,,,1.25,4590992
1993,,,1.364,4389472
1994,,,1.431,4253904
1995,,,1.434,4470165
1996,,,1.503,4873120
1997,,,1.503,4869456
1998,,,1.496,4737552
1999,,,1.497,8309952
2000,,,1.446,8991456
2001,,,1.485,7745739
2002,,,1.468,8060799.5
2003,,,1.381,9544720
2004,,,1.479,9499821
2005,,,1.482,7626062
2006,,,1.538,8830987
2007,,,1.528,6933294
2008,,,1.236,7632904
2009,,,1.189,9309383
2010,,,1.212,9344423
2011,,,1.323,10487509
2012,,,1.349,76699190
2013,,,0.993,61516960
2014,,,1.143,57366296
2015,,,1.431,58426650
2016,,,1.507,56404590
2017,,,1.507,57951036
2018,,,1.541,58501570
2019,,,1.558,55855868
1990,,,1.419,53174790
1991,,,1.388,46378900
1992,,,1.391,45464332
1993,,,0.668,48980164
1994,,,0.73,46155492
1995,,,0.73,50532396
1996,,,0.732,49583350
1997,,,0.791,50654404
1998,,,0.791,51891852
1999,,,0.791,55737584
2000,,,1.032,54076124
2001,,,0.991,45812410
2002,,,0.978,47858924
2003,,,0.967,53174764
2004,,,1.018,48338904
2005,,,1.096,42678600
2006,,,1.113,45266300
2007,,,1.228,48260532
2008,,,1.288,45484310
2009,,,1.404,47569756
2010,,,1.557,43616064
2011,,,2.229,42255764
2012,,,3.834,582576
2013,,,3.978,626544
2014,,,4.135,630208
2015,,,4.194,626544
2016,,,4.158,644864
2017,,,6.708,624110
2018,,,7.106,704700
2019,,,7.363,804007
1990,9455.743,2211.952,155.681,858942
1991,9793.925,3107.189,174.964,915606
1992,10094.797,3995.302,194.194,1029710.06
1993,10624.817,4036.021,205.228,991095
1994,11227.762,3935.57,215.481,1001313
1995,11915.834,4192.843,232.236,1074545
1996,13027.43,3793.422,245.845,1100145
1997,14820.429,4158.113,281.059,1122080
1998,15379.562,3389.565,281.476,1356465
1999,16363.512,2950.35,293.115,1590799
2000,16276.477,3961.202,310.685,1733545
2001,15734.414,4450.167,313.345,1828977
2002,15998.591,4676.037,324.463,2036372
2003,15858.839,4475.824,322.49,2130933
2004,16956.959,4178.066,338.54,2618914
2005,16897.705,4881.966,352.293,2863840
2006,17828.438,5195.801,376.091,2911488
2007,18914.086,4352.228,383.79,3714985
2008,18098.721,4786.539,381.302,3903988
2009,17361.855,4833.6,373.626,4519039
2010,17792.684,4245.514,374.741,4947860
2011,19564.852,4150.789,407.282,5296330
2012,19705.863,4353.833,417.238,208848
2013,19655.285,4441.646,421.936,238160
2014,18660.766,4721.649,413.567,216176
2015,18618.932,5077.62,423.46,227168
2016,19728.814,4842.009,444.336,234496
2017,18950.518,5471.836,448.604,238160
2018,18936.752,6093.088,468.094,241824
2019,19201.5,6111.925,481.955,249152
1990,6555.643,325.02,7938.25,249152
1991,6807.203,315.148,8337.61,252815.98
1992,7084.351,327.043,8773.709,271136
1993,7528.586,380.09,9457.634,205184
1994,7876.569,446.899,10048.812,212512
1995,7996.816,501.896,10352.658,161216
1996,8390.287,489.839,10907.449,197856
1997,8362.765,508.717,10981.134,153888
1998,8311.814,510.97,11000.566,183200
1999,8565.098,504.336,11386.068,201520
2000,8769.296,565.64,11800.284,208848
2001,9110.631,687.18,12470.063,168544
2002,9881.281,720.806,13580.49,296784
2003,11529.113,744.207,15818.756,354138
2004,13365.722,907.024,18509.135,379170
2005,15107.312,1006.846,21027.164,397996
2006,16459.682,1093.134,23048.367,375205
2007,17743.492,1211.516,25049.293,394157
2008,18000.248,1560.451,26019.002,467437
2009,18734.283,1546.786,27158.898,530397
2010,19761.545,1788.942,29054.18,683828
2011,21282.957,1805.746,31333.574,717894
2012,21646.723,2223.679,32620.357,1260416
2013,22181.277,2415.652,33847.848,1304384
2014,22334.355,2814.53,34835.977,1348352
2015,22267.096,3048.703,35283.02,1384992
2016,22249.852,3341.57,35876.348,1425296
2017,22671.857,3643.659,37112.145,1498576
2018,23208.959,4015.232,38578.57,1516896
2019,23696.35,4420.607,39978.492,1465600
1990,5201.892,2520.739,251.769,1875968
1991,5364.652,2489.867,261.341,1894288
1992,6046.185,1973.208,272.171,1974896
1993,6258.63,2415.527,300.254,2249696
1994,6418.747,2725.95,322.766,2205728
1995,6437.83,2672.08,327.684,2377936
1996,6295.208,2891.646,336.538,2443888
1997,6744.861,2537.151,346.144,2773648
1998,6711.269,2443.557,347.375,2997152
1999,5730.782,2620.48,322.234,3471142
2000,5634.717,2364.151,313.677,3866716
2001,5379.964,2372.647,308.848,4557086
2002,5126.283,2489.937,308.107,5078142
2003,5175.53,2594.268,319.01,5274698
2004,5109.675,2692.006,324.927,5576016
2005,5013.678,2706.03,325.933,5636730
2006,5608.654,2907.723,364.27,6834254
2007,5469.649,2968.923,365.446,8365610
2008,5955.44,3059.951,395.012,10921712
2009,5995.455,2741.441,387.166,12504842
2010,6347.958,2732.492,406.95,14388181
2011,6082.169,3205.808,420.828,18024642
2012,6706.093,3119.128,449.822,2604793
2013,6908.576,2874.878,452.367,2668440
2014,7290.776,2886.852,475.071,2712299
2015,7338.591,2856.958,480.411,2865801
2016,7657.623,2935.124,504.49,2841138
2017,7083.538,3462.001,509.894,3203724
2018,7174.588,3376.207,519.911,3593879
2019,7487.45,3192.178,535.983,3157376
1990,,,0.267,3136039
1991,,,0.257,2996919
1992,,,0.258,3345986
1993,,,0.257,3325841
1994,,,0.257,3325343
1995,,,0.257,3698676
1996,,,0.258,3851285
1997,,,0.257,3591290
1998,,,0.313,3752466
1999,,,0.313,5703100
2000,,,0.438,5426016
2001,,,0.458,6594050
2002,,,0.46,6662047
2003,,,0.588,6520543
2004,,,0.646,7603382
2005,,,0.621,7849515
2006,,,0.722,8771510
2007,,,0.477,9850670
2008,,,0.486,9942507
2009,,,0.593,9593567
2010,,,0.705,9633858
2011,,,0.633,9504862
2012,,,0.658,458218340
2013,,,0.785,449959700
2014,,,0.701,463758620
2015,,,0.757,464311580
2016,,,0.887,478726300
2017,,,1.137,491386780
2018,,,1.237,507510750
2019,,,1.333,521839970
1990,,,5.644,529649540
1991,,,5.163,544063800
1992,,,4.939,566690400
1993,,,4.45,558777540
1994,,,4.22,564050900
1995,,,4.314,581305300
1996,,,4.586,579592060
1997,,,4.474,574653630
1998,,,4.168,568450940
1999,,,3.488,593515800
2000,,,3.847,576558340
2001,,,4.722,543967600
2002,,,4.37,556560600
2003,,,4.997,567054140
2004,,,5.301,568223170
2005,,,7.166,572613300
2006,,,8.545,569839700
2007,,,10.515,574298240
2008,,,11.968,560525300
2009,,,14.525,571544640
2010,,,19.793,584369150
2011,,,23.777,584714200
2012,,,24.389,179536
2013,,,30.832,164880
2014,,,29.332,179536
2015,,,29.581,172208
2016,,,28.268,175872
2017,,,26.913,197856
2018,,,25.637,216176
2019,,,25.476,227168
1990,,,0.184,241824
1991,,,0.126,289456
1992,,,0.184,296784
1993,,,0.184,348080
1994,,,0.184,381056
1995,,,0.184,414032
1996,,,0.184,406704
1997,,,0.184,447008
1998,,,0.184,487312
1999,,,0.184,505631.97
2000,,,0.274,468992
2001,,,0.261,520288
2002,,,0.142,556928
2003,,,0.131,615552
2004,,,0.221,501968.03
2005,,,0.354,494640
2006,,,0.378,487312
2007,,,0.319,490976
2008,,,0.327,538608
2009,,,0.302,578912
2010,,,0.358,582576
2011,,,0.402,611888
2012,,,0.426,183200
2013,,,0.426,190528
2014,,,0.451,194192
2015,,,0.422,197856
2016,,,0.44,208848
2017,,,0.471,208848
2018,,,0.486,212512
2019,,,0.49,216176
1990,,,21.781,219840
1991,,,23.249,230832
1992,,,27.458,234496
1993,,,29.872,245488
1994,,,30.262,241824
1995,,,30.763,223504
1996,,,31.054,219840
1997,,,34.869,216176
1998,,,35.772,227168
1999,,,41.079,230832
2000,,,42.575,164880
2001,,,43.342,161216
2002,,,45.12,168544
2003,,,46.038,186864
2004,,,47.469,190528
2005,,,49.338,117248
2006,,,51.487,124576
2007,,,54.407,179536
2008,,,55.11,197856
2009,,,53.607,216176
2010,,,54.481,219840
2011,,,54.77,227168
2012,,,55.286,95464570
2013,,,55.637,94414936
2014,,,56.761,92953256
2015,,,59.212,94058264
2016,,,61.194,99236160
2017,,,63.556,106152490
2018,,,64.967,112433760
2019,,,66.419,118177950
1990,,,22.706,117061220
1991,,,19.198,122421050
1992,,,18.641,134059200
1993,,,20.957,139486990
1994,,,21.621,144247300
1995,,,23.59,151363620
1996,,,27.442,148551740
1997,,,28.011,155280560
1998,,,28.275,164971520
1999,,,36.547,170033740
2000,,,36.759,171300140
2001,,,36.418,169576740
2002,,,35.398,176864530
2003,,,31.913,176822400
2004,,,34.139,176111780
2005,,,37.921,176911540
2006,,,32.368,179678320
2007,,,34.65,186388640
2008,,,38.117,180581220
2009,,,37.211,177061010
2010,,,38.057,177673580
2011,,,35.414,184195040
2012,,,43.206,377392
2013,,,47.847,384720
2014,,,50.551,406704
2015,,,50.25,403040
2016,,,57.08,406704
2017,,,56.852,421360
2018,,,57.015,436016
2019,,,61.993,450672
1990,18302.664,2308.581,100.453,461664
1991,13916.607,3589.63,84.809,476320
1992,14097.455,2684.089,80.523,487312
1993,14709.022,2820.075,84.007,501968.03
1994,14269.982,3338.652,84.864,509296
1995,14773.343,3499.104,87.837,743792
1996,14912.375,4892.744,94.245,747456
1997,16141.165,3674.862,93.361,765776
1998,17360.189,3824.722,98.72,791424
1999,17462.223,4705.907,102.092,853712
2000,17031.225,4195.869,96.55,1000272.06
2001,17844.629,4681.024,101.518,1084544
2002,18859.072,3809.632,101.621,1157824
2003,20284.34,3548.168,106.32,1290493
2004,19927.602,4950.518,110.542,1273954
2005,20106.621,4564.725,109.286,1484938
2006,20154.234,4282.276,107.95,1856679
2007,21566.877,3044.147,108.456,1684858
2008,20803.086,3738.196,107.867,2015423
2009,19509.365,4774.345,106.506,1978027
2010,18871.111,5910.51,108.263,2006755.1
2011,18336.824,3358.217,94.453,1922280
2012,16805.686,3340.66,87.595,32891316
2013,16330.912,5880.311,96.071,30949910
2014,16029.382,6302.572,96.012,31978344
2015,16542.156,4784.459,91.022,33953348
2016,17071.955,5353.723,94.732,37516676
2017,18023.051,4583.456,94.783,41072180
2018,17210.01,6307.803,98.16,47611140
2019,17580.949,5443.609,95.813,55433244
1990,,,145.703,56786960
1991,,,135.581,60890176
1992,,,120.641,58095520
1993,,,117.904,52558260
1994,,,119.188,54470908
1995,,,121.513,54864180
1996,,,125.305,59026076
1997,,,137.901,60926496
1998,,,131.183,63949324
1999,,,113.502,70683250
2000,,,109.77,70795160
2001,,,101.09,65900504
2002,,,102.3,71310950
2003,,,103.838,78064410
2004,,,105.136,79620824
2005,,,103.455,81736820
2006,,,100.836,77589860
2007,,,101.842,81756504
2008,,,116.499,84243170
2009,,,117.373,84074590
2010,,,133.373,84468696
2011,,,119.801,91961940
2012,,,130.351,2484854800
2013,,,125.02,2606096100
2014,,,127.357,2730787600
2015,,,127.649,2921651000
2016,,,99.532,3100002000
2017,,,106.043,3357909000
2018,,,111.202,3503233500
2019,,,108.896,3510169000
1990,24444.529,0,19.275,3360455400
1991,24418.672,0,19.512,3552842000
1992,28128.941,0,22.797,3644464000
1993,28680.846,0,23.69,3723730700
1994,28103.857,0,23.732,4112459000
1995,29255.699,0,25.231,4827446000
1996,29094.268,0,25.605,5223755000
1997,28804.805,0,25.852,5876555300
1998,30007.211,0,27.447,6488804000
1999,31000.758,0,28.881,6978611700
2000,31912.984,0,30.261,7496832000
2001,31725.172,0,30.61,7886532600
2002,30732.92,0,30.186,8616653000
2003,32076.912,0,32.088,9528556000
2004,30653.34,2.135,31.228,9779281000
2005,33739.426,2.542,34.993,9956309000
2006,32600.062,4.137,34.412,9998621000
2007,32560.555,9.654,34.987,9866905000
2008,32628.193,43.686,35.855,9764980000
2009,31261.156,88.526,35.004,10011107000
2010,29808.443,192.253,34.056,10353877000
2011,28841.889,448.511,33.725,10740996000
2012,26538.066,628.755,31.605,56897744
2013,23299.301,783.296,28.278,56654080
2014,23190.746,752.67,28.294,61494680
2015,23557.355,928.251,29.184,63337804
2016,25436.861,971.399,31.737,66790572
2017,25907.795,981.13,32.596,58775390
2018,25518.631,1029.8,32.462,59770880
2019,25210.375,1130.407,32.493,64496530
1990,49275.941,3799.871,546.744,65157684
1991,44645.07,3653.652,497.639,54761240
1992,43066.254,3773.196,482.979,56258840
1993,42494.316,3932.865,479.121,55938890
1994,41106.152,4081.462,466.477,55430416
1995,43068.957,4064.852,486.214,57093904
1996,44625.66,4197.548,502.922,54569256
1997,42795.09,4091.119,482.32,60059624
1998,41355.676,4227.907,468.27,62004536
1999,39363.711,4395.65,449.007,60178840
2000,41854.895,4436.918,474.479,66650056
2001,42566.234,4814.651,485.245,72556720
2002,41477.52,5991.228,486.725,76278424
2003,42569.887,7570.862,514.548,76079780
2004,43518.805,7844.742,527.401,80255280
2005,43038.887,7479.47,519.366,88104664
2006,43455.23,7902.096,529.438,97858140
2007,42793.555,7839.472,523.651,95472344
2008,41403.492,7964.207,513.643,98730960
2009,38755.27,8318.865,492.854,79687620
2010,40049.055,8770.233,513.597,82426790
2011,38342.859,9177.469,502.276,96438170
2012,37372.195,9869.522,499.757,65952
2013,36076.68,10261.321,490.441,65952
2014,35210.055,10071.821,479.916,69616
2015,35170.961,9229.44,470.704,73280
2016,35267.301,8504.054,464.304,73280
2017,36199.363,9553.027,485.478,76944
2018,35774.418,9822.79,483.933,80608
2019,34942.379,10034.217,477.865,84272
1990,,,31.186,91600
1991,,,28.944,95264
1992,,,31.928,102592
1993,,,30.711,106256
1994,,,26.886,106256
1995,,,29.411,135568
1996,,,30.089,146560
1997,,,27.072,142896
1998,,,25.524,164880
1999,,,27.725,106256
2000,,,21.33,109920
2001,,,20.976,135568
2002,,,21.56,161216
2003,,,22.437,142896
2004,,,25.43,153888
2005,,,27.592,183200
2006,,,29.113,161216
2007,,,29.997,179536
2008,,,28.388,216176
2009,,,27.775,267472
2010,,,30.719,293120
2011,,,33.243,311440
2012,,,32.76,1007907.06
2013,,,39.584,1082796
2014,,,47.412,1289163
2015,,,36.576,1160443
2016,,,33.731,1768571
2017,,,36.64,1185944
2018,,,38.711,1339380
2019,,,34.895,1920731
1990,38759.516,497.181,201.961,355408
1991,44482.828,658.51,232.854,362736
1992,41288.051,860.188,218.137,480742
1993,43482.887,1051.905,231.304,604560
1994,46562.387,1014.404,248.056,490976
1995,45458.383,1076.502,243.62,809744
1996,53947.266,1206.616,289.889,857376
1997,48150.039,1684.86,262.998,996093
1998,45636.859,2238.543,253.691,1127466
1999,43758.543,2492.5,246.049,1211198
2000,41144.105,3142.428,236.519,1329994
2001,40974.938,3275.657,237.216,1724138
2002,40237.488,3779.74,236.755,1961777
2003,42821.574,4475.641,255.233,2239828
2004,39387.844,5233.716,241.652,5019520
2005,37562.762,5360.634,233.345,5892292
2006,42056.402,4993.237,256.836,5469574
2007,38939.316,5525.14,243.72,5662327
2008,37246.25,5374.17,234.6,5809876
2009,34609.934,5325.406,220.812,5702250
2010,35297.324,6560.227,232.667,6596230
2011,31825.041,7356.121,219.974,7341473
2012,28341.801,7620.979,203.901,43968
2013,29323.793,8094.055,212.984,43968
2014,27055.6,8993.219,206.293,43968
2015,25296.566,9360.165,199.344,47632
2016,25732.299,9063.992,201.166,47632
2017,24131.152,10689.38,202.395,47632
2018,24051.84,10082.696,199.434,51296
2019,22208.641,11067.527,195.593,51296
1990,,,6.882,51296
1991,,,6.882,51296
1992,,,6.968,51296
1993,,,7.011,40304
1994,,,7.201,29312
1995,,,7.134,32976
1996,,,7.154,54960
1997,,,7.201,65952
1998,,,7.201,62288
1999,,,7.201,54960
2000,,,3.534,54960
2001,,,3.521,54960
2002,,,3.531,65952
2003,,,3.663,73280
2004,,,3.562,76944
2005,,,3.369,76944
2006,,,3.148,76944
2007,,,3.277,76944
2008,,,3.664,73280
2009,,,3.182,80608
2010,,,3.624,80608
2011,,,2.737,84272
2012,,,3.612,2913015
2013,,,3.728,3287914
2014,,,3.793,3741868
2015,,,3.335,3890892
2016,,,3.04,5199850
2017,,,2.65,4800770
2018,,,2.787,4686377
2019,,,2.53,4916182
1990,,,0.263,5234101
1991,,,0.263,5437766
1992,,,0.263,5393873
1993,,,0.262,5666567
1994,,,0.334,6245400
1995,,,0.415,6582545
1996,,,0.416,6841678
1997,,,0.418,6723403
1998,,,0.439,7006724
1999,,,0.454,7960740
2000,,,0.529,7989944
2001,,,0.567,7747752
2002,,,0.534,7492647
2003,,,0.596,7310815
2004,,,0.706,7260085
2005,,,0.676,7631517
2006,,,0.674,7748309
2007,,,0.815,7406021
2008,,,0.734,8003253
2009,,,0.745,8198038
2010,,,0.779,8229478
